sentence_id,doc_id,section,sent_index,text,start_char,end_char
med:pmid:41287294:sec:abstract:sent:6,med:pmid:41287294,abstract,6,"Secondary endpoints encompassed changes from baseline in left ventricular ejection fraction (LVEF), left ventricular end-diastolic diameter (LVEDd), and N-terminal pro-brain natriuretic peptide (NT-proBNP), plus cardiovascular mortality and heart failure rehospitalization.",1056,1329
med:pmid:41287294:sec:abstract:sent:7,med:pmid:41287294,abstract,7,"Generalized linear mixed models analyzed longitudinal trends in LVEF, LVEDd, and NT-proBNP levels.",1330,1428
med:pmid:41287294:sec:abstract:sent:8,med:pmid:41287294,abstract,8,"Kaplan-Meier curves and Cox regression evaluated LVEF recovery rates, supplemented by subgroup analyses.",1429,1533
med:pmid:41287294:sec:abstract:sent:9,med:pmid:41287294,abstract,9,Multivariate logistic regression was used to identify factors influencing target dose achievement rate for β-blockers and ACEI/ARB/ARNI therapies in CHF patients.,1534,1696
med:pmid:41287294:sec:abstract:sent:10,med:pmid:41287294,abstract,10,"<b>Results:</b> A total of 357 patients were enrolled, aged 53 (41, 63) years, including 256 males (71.7%).",1697,1804
med:pmid:41287294:sec:abstract:sent:11,med:pmid:41287294,abstract,11,157 patients were in the two-way referral group and 200 patients in the core hospital-treated group.,1805,1905
med:pmid:41287294:sec:abstract:sent:12,med:pmid:41287294,abstract,12,"Compared with the core hospital-treated group, the two-way referral group had lower baseline LVEF (28 (22, 34)% vs. 31 (23, 36)%, <i>P</i>=0.021) and systolic blood pressure (116 (104, 125) mmHg vs. 121 (109, 134) mmHg (1 mmHg=0.133 kPa), <i>P</i>=0.010).",1906,2161
med:pmid:41287294:sec:abstract:sent:13,med:pmid:41287294,abstract,13,"The 12-month follow-up rate of the two-way referral group was higher than the core hospital-treated group (73.8% vs. 56.0%, <i>P</i>=0.004).",2162,2302
med:pmid:41287294:sec:abstract:sent:14,med:pmid:41287294,abstract,14,"No significant between-group differences were observed in drug utilization rate of β-blockers, ACEI/ARB/ARNI, or sodium-glucose cotransporter 2 inhibitors during follow-up (all <i>P</i>>0.05), while mineralocorticoid receptor antagonists use showed a declining trend in both groups.",2303,2585
med:pmid:41287294:sec:abstract:sent:15,med:pmid:41287294,abstract,15,"Although the core hospital-treated group had higher target dose achievement rates for β-blockers (65.4% vs. 49.3%, <i>P</i>=0.042) and ACEI/ARB/ARNI (79.8% vs. 65.8%, <i>P</i>=0.046) than the two-way referral group, multivariate logistic regression indicated that the two-way referral model was not a negative predictor for these outcomes (all <i>P</i>>0.05).",2586,2945
med:pmid:41287294:sec:abstract:sent:16,med:pmid:41287294,abstract,16,"Both groups showed improved NT-proBNP, LVEDd, and LVEF from baseline (all <i>P</i><0.001) with no significant difference in trends between groups (all <i>P</i>>0.05).",2946,3112
med:pmid:41287294:sec:abstract:sent:17,med:pmid:41287294,abstract,17,"There was no significant difference in the composite incidence (7.6% vs. 6.5%, <i>P</i>=0.674) and cumulative incidence (log-rank <i>P</i>=0.684) of cardiovascular death and heart failure rehospitalization at 12 months between two groups.",3113,3351
med:pmid:41287294:sec:abstract:sent:18,med:pmid:41287294,abstract,18,"<b>Conclusion:</b> The two-way referral model demonstrates advantages in improving medication adherence, drug utilization rates, and targetdoseachievement rates among CHF patients.",3352,3532
med:pmid:41287294:sec:abstract:sent:19,med:pmid:41287294,abstract,19,"This model not only promotes cardiac functional recovery but also reduces risks of cardiovascular mortality and heart failure rehospitalization, achieving comparable therapeutic and management outcomes to those observed in core hospital-treated patients.",3533,3787
med:pmid:41249923:sec:title:sent:0,med:pmid:41249923,title,0,Effectiveness of quality improvement interventions in improving cardiovascular disease-related outcomes in primary and tertiary care: A systematic review and meta-analyses.,0,172
med:pmid:41249923:sec:introduction:sent:1,med:pmid:41249923,introduction,1,Quality improvement strategies are increasingly being used across all healthcare settings to improve patient outcomes.,0,138
med:pmid:41249923:sec:introduction:sent:2,med:pmid:41249923,introduction,2,"However, the effectiveness of QI interventions in improving the care of cardiovascular (CVD) disease remains unclear.",139,256
med:pmid:41249923:sec:introduction:sent:3,med:pmid:41249923,introduction,3,"More evidence is needed to determine whether QI interventions can improve CVD medication use, manage risk factors, and enhance clinical outcomes.",257,402
med:pmid:41249923:sec:introduction:sent:4,med:pmid:41249923,introduction,4,"Therefore, this study aimed to systematically assess the effectiveness of QI interventions in improving CVD-related outcomes in both primary and tertiary healthcare services.",403,577
med:pmid:41249923:sec:methods:sent:5,med:pmid:41249923,methods,5,"Six databases (Medline, Embase, PsycINFO, CENTRAL, CINAHL, and Scopus) were systematically searched for randomised and cluster randomised controlled trials from inception to 21st January 2025.",578,787
med:pmid:41249923:sec:methods:sent:6,med:pmid:41249923,methods,6,"Studies were included if they were randomised trials, included people with CVD, implemented a QI intervention focused on improving CVD care in either primary care services and hospitals, and measured at least one of the following outcomes: prescribed guideline-recommended CVD medications, risk factors, and clinical events.",788,1112
med:pmid:41249923:sec:methods:sent:7,med:pmid:41249923,methods,7,Three authors independently screened articles and extracted data from eligible studies.,1113,1200
med:pmid:41249923:sec:methods:sent:8,med:pmid:41249923,methods,8,A random-effects model was used to estimate the pooled effects.,1201,1264
med:pmid:41249923:sec:results:sent:9,med:pmid:41249923,results,9,"Eighteen studies involving 438,285 individuals with CVD (72% male, pooled mean age [standard deviation]: 61.7 [12.8]).",1265,1400
med:pmid:41249923:sec:results:sent:10,med:pmid:41249923,results,10,"Commonly identified QI strategies were feedback reports (83%), decision support tools (72%), and QI teams (50%).",1401,1513
med:pmid:41249923:sec:results:sent:11,med:pmid:41249923,results,11,"Meta-analyses showed compared to usual care, QI interventions significantly improved lipid-lowering medications prescriptions (OR: 1.46, [95% CI: 1.08, 1.99]), reduced the rate of major cardiovascular events (MACE) (OR: 0.84, 95% CI: 0.71, 0.98) and total mortality (OR: 0.87, [95% CI: 0.77, 0.98]).",1514,1813
med:pmid:41249923:sec:results:sent:12,med:pmid:41249923,results,12,"Sensitivity analyses excluding one study showed significant improvements in ACEi/ARB/ARNI prescriptions (OR: 1.36, [95% CI: 1.10, 1.69]).",1814,1951
med:pmid:41249923:sec:results:sent:13,med:pmid:41249923,results,13,"Risk of bias analysis demonstrated significant improvements for lipid-lowering medications (OR: 1.63, [95% CI: 1.34, 2.00]), ACE/ARB/ARNI (OR: 1.90, [95% CI: 1.34, 2.71]) and beta-blockers (OR: 1.24, [95% CI:0.95, 1.61]).",1952,2173
med:pmid:41249923:sec:results:sent:14,med:pmid:41249923,results,14,"Subgroup analyses showed significant improvements in ACEi/ARB/ARNI (OR:1.35, [95% CI: 1.03, 1.77)]) and beta-blockers (OR:1.48, [95% CI: 1.31, 1.68)]) prescriptions along with reduced total mortality (OR: 0.86, [95% CI: 0.76, 0.98]) in hospitals.",2174,2420
med:pmid:41249923:sec:results:sent:15,med:pmid:41249923,results,15,"Lipid-lowering medication prescriptions improved in both primary care (OR: 1.58, [95% CI: 1.03, 2.40]) and hospitals (OR: 1.37, [95% CI: 1.08, 1.72]).",2421,2571
med:pmid:41249923:sec:results:sent:16,med:pmid:41249923,results,16,"In another subgroup analyses, shorter follow-up periods were associated with improvement in ACEi/ARB/ARNI (OR:1.38, [95% CI: 1.08, 1.77]), beta-blockers (OR: 1.45, [95% CI: 1.28, 1.61]) prescriptions and total mortality (OR: 0.86, [95% CI: 0.75, 0.99]).",2572,2825
med:pmid:41249923:sec:results:sent:17,med:pmid:41249923,results,17,"Longer follow-ups were more effective in reducing MACE (OR: 0.75, [95% CI: 0.63, 0.90]).",2826,2914
med:pmid:41249923:sec:conclusion:sent:18,med:pmid:41249923,conclusion,18,"QI interventions can effectively improve lipid-lowering medication prescriptions, reduce MACE, and lower total mortality in CVD management.",2915,3074
med:pmid:41249923:sec:methods:sent:19,med:pmid:41249923,methods,19,"are particularly effective in hospital settings and with shorter follow-up periods for medication prescriptions, while longer follow-ups benefit MACE reduction.",3075,3249
med:pmid:41249923:sec:methods:sent:20,med:pmid:41249923,methods,20,"These findings highlight the potential of QI interventions to improve CVD management in both primary care services and hospitals, though tailored QI strategies may be needed for optimal effectiveness.",3250,3450
med:pmid:41249923:sec:methods:sent:21,med:pmid:41249923,methods,21,Further studies are needed to fully evaluate the effectiveness of diverse QI interventions in healthcare.,3451,3556
med:pmid:41249923:sec:methods:sent:22,med:pmid:41249923,methods,22,<h4>Systematic review registration</h4> PROSPERO registration number: CRD42021249907.,3557,3642
med:pmid:41151613:sec:title:sent:0,med:pmid:41151613,title,0,[Heart failure in Germany: epidemiology and recent developments].,0,65
med:pmid:41151613:sec:abstract:sent:1,med:pmid:41151613,abstract,1,"Heart failure is the leading single cause of hospitalisation in Germany and places a heavy clinical and psychosocial burden on patients, families, and caregivers.",0,162
med:pmid:41151613:sec:abstract:sent:2,med:pmid:41151613,abstract,2,"Since 2021, evidence‑based management of heart failure with reduced ejection fraction (HFrEF) has centred on four pharmacological ""pillars"": β‑blockers, sacubitril/valsartan (or an ACE inhibitor), mineralocorticoid‑receptor antagonists, and sodium-glucose co‑transporter‑2 (SGLT‑2) inhibitors.",163,456
med:pmid:41151613:sec:abstract:sent:3,med:pmid:41151613,abstract,3,"While these agents improve survival and quality of life, they also predispose to adverse effects - most notably electrolyte disturbances.",457,594
med:pmid:41151613:sec:abstract:sent:4,med:pmid:41151613,abstract,4,Hypo‑ or hyperkalaemia can precipitate malignant arrhythmias and therefore demands vigilant monitoring.,595,698
med:pmid:41151613:sec:abstract:sent:5,med:pmid:41151613,abstract,5,Iron deficiency is equally prevalent in the heart‑failure population; randomised trials have primarily tested intravenous iron(III)‑carboxymaltose and iron(III)‑derisomaltose to correct this deficit.,699,898
med:pmid:41151613:sec:abstract:sent:6,med:pmid:41151613,abstract,6,"This review summarises the most recent epidemiological data for heart failure in Germany and Europe, outlines current guideline‑directed therapies, and highlights key treatment‑related complications clinicians must anticipate and manage.",899,1136
med:pmid:41084891:sec:title:sent:0,med:pmid:41084891,title,0,Implementation of recommendations regarding pharmacotherapy optimization in patients with heart failure with reduced ejection fraction undergoing scheduled hospitalization: the HEROES study.,0,190
med:pmid:41084891:sec:introduction:sent:1,med:pmid:41084891,introduction,1,Optimization of guideline‑directed medical therapy (GDMT) to improve the prognosis of patients with heart failure (HF) is one of the main goals of chronic care.,0,182
med:pmid:41084891:sec:introduction:sent:2,med:pmid:41084891,introduction,2,"We aimed to assess implementation of the recommendations regarding GDMT optimization in HF patients undergoing scheduled hospitalization, with particular emphasis on the patients with reduced left ventricular ejection fraction (LVEF).",183,437
med:pmid:41084891:sec:methods:sent:3,med:pmid:41084891,methods,3,"Our analysis included 412 patients with known LVEF (mean [SD] age, 66.7 [13.5] y; 297 men) admitted for elective hospitalization, representing a subset of 1422 participants of the HEROES study (Heart Failure Observational Study of the Polish Cardiac Society).",438,727
med:pmid:41084891:sec:methods:sent:4,med:pmid:41084891,methods,4,Recruitment across 41 Polish centers took place from April 2022 to May 2024.,728,804
med:pmid:41084891:sec:results:sent:5,med:pmid:41084891,results,5,Mean (SD) LVEF in the study group was 34.9% (14.4%).,805,874
med:pmid:41084891:sec:results:sent:6,med:pmid:41084891,results,6,The patients with HF with reduced LVEF (HFrEF) constituted 69.7% (n = 287) of the whole group.,875,969
med:pmid:41084891:sec:results:sent:7,med:pmid:41084891,results,7,"In this subgroup, the use of angiotensin receptor‑neprilysin inhibitor (ARNI) / angiotensin‑converting enzyme inhibitor (ACEI) / angiotensin receptor blocker (ARB) increased from 81.5% of the patients at admission to 88.9% at discharge, of β‑blocker from 85% to 94.4%, of mineralocorticoid receptor antagonist (MRA) from 69.7% to 86.1%, and of sodium‑glucose cotransporter 2 inhibitor (SGLT2i) from 59.2% to 83.6%.",970,1384
med:pmid:41084891:sec:results:sent:8,med:pmid:41084891,results,8,"ARNI/ACEI/ARB therapy was optimized in 36.2% of the participants, while the rates of optimization were 24.7%, 27.2%, and 24.4% for β‑blockers, MRA, and SGLT2i, respectively.",1385,1558
